id,collectible,slug,classId,multiClassIds,spellSchoolId,cardTypeId,cardSetId,rarityId,artistName,manaCost,name,text,image,imageGold,flavorText,cropImage,childIds,keywordIds,isZilliaxFunctionalModule,isZilliaxCosmeticModule,copyOfCardId,health,attack,minionTypeId,multiTypeIds,runeCost,armor,parentId,bannedFromSideboard,touristClassId,factionId,deckSizeMod,bundledCardIds,maxSideboardCards,className
107776,1,107776-go-with-the-flow,4.0,[],,5,1905,4,Mooncolony,1,Go with the Flow,"Choose a minion. If it's an enemy, <b>Freeze</b> it. If it's friendly, give it <b>Spell Damage +1</b>.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1e247d21f66c79f2b43e5ce2e2943502f1e7e26a783ee2e1183a8e9d83b04dcb.png,,"Just go with the flow, bro! No mo' woe fo' yo'!",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5dbf7f1fc8bc6f89f80b5114a4559797ff7ea2321d541ccd3e9762773c5ca785.png,,"[2, 10]",False,False,,,,,,,,,,,,,,,mage
1988,1,1988-goblin-auto-barber,7.0,[],,4,13,1,Zoltan Boros,2,Goblin Auto-Barber,<b>Battlecry:</b> Give your weapon +1 Attack.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc608276076078075a10039a204e75cf1aa23079029512ea9dafcbf0591a0e38.png,,This guy is excellent at adjusting your haircut and/or height.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e356e4fb4c9e89a866cf92e78bfe1768fc3a6e738946dddd378ebbf3b0de5bed.jpg,,[8],False,False,,2.0,3.0,17.0,,,,,,,,,,,rogue
1934,1,1934-goblin-blastmage,4.0,[],,4,13,3,Glenn Rane,4,Goblin Blastmage,"<b>Battlecry:</b> If you control a Mech, deal 6 damage randomly split among all enemies.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/94f86ca91a50eb9799d31d89f3fae2bb7771305c9493f635e6add7c4ad24e9c5.png,,"If you can't find a bomb to throw, just pick up any goblin invention and throw that.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a46d80e2d0ea47380cd9dbbeee5a40de604bec5a8f5d424ac83c7497430251f.png,,[8],False,False,[102560],4.0,5.0,,,,,,,,,,,,mage
102560,1,102560-goblin-blastmage,4.0,[],,4,1898,3,Glenn Rane,4,Goblin Blastmage,"<b>Battlecry:</b> If you control a Mech, deal 6 damage randomly split among all enemies.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ae3079a17256795d50c379aaa14a556d4ec4a2cd1fd5592ac83123d04623e490.png,,"If you can't find a bomb to throw, just pick up any goblin invention and throw that.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/43b01bbbe3708c8ddc91286b42fa200b94515d2edd64fce5ac8926285fcf3991.png,,[8],False,False,[1934],4.0,5.0,,,,,,,,,,,,mage
47837,1,47837-goblin-bomb,12.0,[],,4,1127,1,Matt Dixon,1,Goblin Bomb,<b>Deathrattle:</b> Deal 2 damage to the enemy hero.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9d7b0fa74784005f730fbf86536d8729e8ca341fa005a3954b6c40d232c9d8f2.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab9e3b7df8e4cd45abfdbef1141b9a0d12cd0f915d4d17afd902f3ba876fb559.png,They're Dr. Boom's babies. His baby boomers.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ba9ba4206871ce11808958f727b441cebee7af1c74b0a58c481c081ee2639af9.png,,[12],False,False,,2.0,0.0,17.0,,,,,,,,,,,neutral
48770,1,48770-goblin-prank,3.0,[],,5,1127,4,Mike Azevedo,2,Goblin Prank,Give a friendly minion +3/+3 and <b>Rush</b>. It dies at end of turn.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/37ac8d32e6d38f5e558ae0059016581f0a6ce243c73837f440af4de67bfecdb0.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/729e98391d01364fd3d006599585067282bc592c425a00deb49656b6558db5a0.png,"""Ha ha! Glork looks ridiculous! ...Glork? Glork?""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8e6acf7fd8bda133c682565d4ea51197376bfdfbe7f2a74c4e150cbf372d3563.png,,[53],False,False,,,,,,,,,,,,,,,hunter
2063,1,2063-goblin-sapper,12.0,[],,4,13,3,Jesper Ejsing,3,Goblin Sapper,Has +4 Attack while your opponent has 6 or more cards in hand.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fe7caf9bcdf3039d9d1024acd32597e683f14483665a897f6ad6608a8d6db421.png,,"He’s not such a binge exploder anymore. These days, he only explodes socially.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9fd5b8d213e8dc000eb8e06621fb7ed601181aad717d18e533cdbd01648608f9.jpg,,,False,False,,4.0,2.0,,,,,,,,,,,,neutral
55404,1,55404-goboglide-tech,12.0,[],,4,1347,1,Matt Dixon,3,Goboglide Tech,"<b>Battlecry:</b> If you control a Mech, gain +1/+1 and <b>Rush</b>.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ce7baba515ea3041500bc02ad944cdbafdd0def5454ce52f86d44dc5c8f2ca79.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/474cbd628a67535b04a8ddb1af78f3ff35616ec8c707ba8bcbea2b78c6f12abc.png,"The word ""glide"" is always in quotes in the manual.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/06686457cc4568c69f72f957d8e40597addc8ec9f0a0bac672cac368387a101b.png,,"[8, 53]",False,False,,3.0,3.0,,,,,,,,,,,,neutral
126125,1,126125-godfrey-the-betrayer,9.0,[],,4,1988,5,James Ryman,4,Godfrey the Betrayer,<b>Start of Game:</b> Overdrawn cards return to your hand when you have space. They cost (1) less.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ebe1d42a2b634b10ab8904c4998f70547febf663c95619f9e7533876c86a2e0f.png,,"Hunted down and cornered in Shadowfang Keep, Godfrey was left with no choice but to go quietly. But before his time is up, that monster, Crowley, will get what’s coming to him.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/86bdaedc51cee2c7a4a2533ac9599a243569eba3b911d4c4487c4b84b05e3172.png,,[64],False,False,,4.0,5.0,11.0,,,,,1.0,,,,,,warlock
90615,1,90615-going-down-swinging,14.0,[],,5,1809,5,James Ryman,4,Going Down Swinging,"Give your hero +2 Attack and <b>Immune</b> this turn, then attack each enemy minion.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/edbaa908372c134d65eeda5694a499e0668cda2dedd9a6d4ec03ea6ea6fe136f.png,,"Halveria was outcast from Gilneas for being too edgy, which she sees as an achievement.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d20980704d268f3df52499ad67042c695b2bb2ec5cebc00ec4e23d9e262c7dee.png,,[17],False,False,,,,,,,,,,,,,,,demonhunter
41316,1,41316-golakka-crawler,12.0,[],,4,27,3,Peter Stapleton,2,Golakka Crawler,<b>Battlecry:</b> Destroy a Pirate and gain +1/+1.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bb1e2add1c56947b97078b536ac5feb29b2fad80f24a85266db1751bcb66c4f0.png,,Universally adored by both control decks and ninjas.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/298a44365559d8e9080162636a072cf3fede0e28a16a438444db394a496662c7.png,,[8],False,False,,3.0,2.0,20.0,,,,,,,,,,,neutral
65702,1,65702-golakka-glutton,12.0,[],,4,1578,1,Wayne Wu,3,Golakka Glutton,<b>Battlecry:</b> Destroy a Beast and gain +1/+1.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c0f88d8df71c3b174761b911b27e60a01e08bbd4cc4f7553a2773211d8d27c91.png,,We lost our last cook to one of these.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2ed2a894382e5fa240290405353e1add1f7b141ba93363aa859173e5445c9c9.png,,[8],False,False,,3.0,2.0,23.0,,,,,,,,,,,neutral
101966,1,101966-gold-panner,12.0,[],,4,1892,1,Jim Nelson,2,Gold Panner,"At the end of your turn, draw a card.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/32c68a70d03df34c35c04d64736c0a02b5d1e605184a2348d517e11032f16784.png,,"""I don't know why everyone's got their overalls in a jumble with Azerite minin' when there's all this GOLD for the takin'!""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/face6a3dfb6a28aadbf6d7c375e40255520f0b46a74b8428c9ec0d7d9d2a1acd.png,,,False,False,,2.0,1.0,,,,,,,,,,,,neutral
62702,1,62702-gold-road-grunt,12.0,[],,4,1525,1,Konstantin Porubov,5,Gold Road Grunt,<b>Taunt</b> <b>Frenzy:</b> Gain Armor equal to the damage taken.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/484c7dd496f910b4b611b7d05153b363aedd86645000f581c9722acac0141328.png,,"No, no, no, Gold Roads are very different from Yellow Brick Roads.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0b5bf83178b14ab97085fe60edfdab871c178afb179d893d2f4f27592d695927.png,,"[1, 99]",False,False,,7.0,3.0,,,,,,,,,,,,neutral
54264,1,54264-golden-scarab,12.0,[],,4,1158,1,Jim Nelson,3,Golden Scarab,<b><b>Battlecry:</b> Discover</b> a 4-Cost card.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2afd09732805f8239ddd7d8ecebcfbbfc4da1767cf8404bc882bcd38919fbf3e.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1a21c88c5c9da4ff0e740e40445b7d8ff0fa2e60086766908ebfc420263737c8.png,"Who actually puts all the gold plating on these things, and why?",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/26baa75c9d45806750a72adc484e12d97bf60f2e6e1b996a6e4f9c99e317ae2f.png,,"[8, 21]",False,False,,2.0,2.0,20.0,,,,,,,,,,,neutral
114081,1,114081-goldpetal-drake,5.0,[],,4,1946,1,James Ryman,3,Goldpetal Drake,<b>Battlecry and Deathrattle:</b> <b>Imbue</b> your Hero Power.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1284f3515290afa13175325cf291431fc7a82d906a756c5863cb35585063a50d.png,,All that glitters is gold... Petal. Drake.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/675430f82bfba262a924b687021f448a7fe8b1e1533cbec557e53297dc60005f.png,"[114023, 114070]","[8, 12, 318]",False,False,,4.0,3.0,24.0,,,,,,,,,,,paladin
114254,1,114254-goldrinn,3.0,[],,4,1946,5,Eva Widermann,9,Goldrinn,<b>Rush</b> Friendly Beasts deal double damage.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e6b53f6b5697d79689cbd8d45d741d3191afac78be29419f8902af95fedfb7e9.png,,"His relentless ferocity has made him well known among many peoples and by many names, including Lo’Gosh and the Great Wolf.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bde2c3587332e0a2e60ff544c34834dc2d89b61c5d3bc592673c9ac8518d054e.png,,[53],False,False,,9.0,9.0,20.0,,,,,,,,,,,hunter
922,1,922-goldshire-footman,12.0,[],,4,1635,2,Donato Giancola,1,Goldshire Footman,<b>Taunt</b>,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/655ddf05fc873400bb6aaa368b243d4d73d0e3d87b875f062dcdb87a6d8eec4b.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b09b85e9590c8a1e3cbabe975c3dfeccb6f6b579131b2e1df82458e4e948d8f6.png,"If 1/2 minions are all that is defending Goldshire, you would think it would have been overrun years ago.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9fe844e943a1fc0801bfc511fa7e8c1a43ff9853eed0172de9ffdf86d90648f5.png,,[1],False,False,"[68215, 68298]",2.0,1.0,,,,,,,,,,,,neutral
64710,1,64710-goldshire-gnoll,12.0,[],,4,1578,3,Mike Sass,10,Goldshire Gnoll,<b>Rush</b> Costs (1) less for each other card in your hand.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ccbcfd0ac716bb38499fab893ab0b1cebb25758e432d68dbf92ce6e83b98a09e.png,,They're searching for one ring. They're pretty sure someone said Goldshire.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fbed4d6dfdcbef2a56d08d6cc5f4d51f2794c8b058861a30b566623d272f8085.png,,[53],False,False,,4.0,5.0,,,,,,,,,,,,neutral
86660,1,86660-goldwing,5.0,[],,4,1776,3,Valeria Styajkina,4,Goldwing,"<b>Rush</b> <b>Battlecry:</b> If you're holding a Mech, gain <b>Windfury</b>.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b3d02b5d294558b886753af38fac4f74b6f57663975b7159912fd24cebe05995.png,,"This HAS to be worth more dust, right?",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3bc2d568dcecc7660234d79e885a7220f4293de7c7aec74111f2fc9271e5dd49.png,,"[8, 11, 53]",False,False,,5.0,3.0,24.0,[17],,,,,,,,,,paladin
96909,1,96909-golganneth-the-thunderer,8.0,[],,4,1858,5,Nicola Saviori,6,"Golganneth, the Thunderer",<b>Titan</b> Your first spell each turn costs (3) less.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c7491ea06c11d967edf661b18964f161ba3c6a2b63c868f5707a45adb8190d3f.png,,"With dominion over the seas and skies, Golganneth fearlessly wields the power of nature to serve the Pantheon.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7e86d02e860a8c1979bfad5c5d5e57308875715d93bec586a94d5864aeb5348b.png,"[96912, 96913, 96911]",[270],False,False,,7.0,5.0,,,,,,,,,,,,shaman
65705,1,65705-goliath-sneeds-masterpiece,12.0,[],,4,1578,5,Vladimir Kafanov,8,"Goliath, Sneed's Masterpiece",<b>Battlecry:</b> Fire five rockets at enemy minions that deal 2 damage each. <i>(You pick the targets!)</i>,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f47f2a56f96a6c78ba4a090f04bee03110904095ed54dd3f8c4d44a79200432e.png,,"“Listen, this baby has blades, rockets, and rocket blades. Only thing it doesn’t have is good gas mileage.”",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/200993c5faa6d5d04b2416e85afc154022e6a9d6798c352e7844747ee69fde6c.png,,[8],False,False,,8.0,8.0,17.0,,,,,,,,,,,neutral
72119,1,72119-gone-fishin,7.0,[],,5,1658,3,Steven Prescott,1,Gone Fishin',<b>Dredge</b>. <b>Combo:</b> Draw a card.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bbe67b64042ea6a19e0a948e5cdd11ed37a700076e129a8ed2c0ebf6b7edebb9.png,,Rogues want me Fish fear me,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/89bbe65fe71720a9442f6c70efaf4d59c19e6a04004b8cb127c1f3cd2352447e.png,,"[13, 232]",False,False,,,,,,,,,,,,,,,rogue
49985,1,49985-gonk-the-raptor,2.0,[],,4,1129,5,Christopher Hayes,7,"Gonk, the Raptor","After your hero attacks and kills a minion, it may attack again.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/23778a88ea915ba70dbfe69181ee9eb32cc5c81f827d17134800722abdd92839.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/29980a1582b131ad2a2a9daaf562961ca3968b1530609ea99eb5b14b5ad2c4c2.png,There’s a word for Zandalari druids who refuse to pledge loyalty to Gonk: “Delicious.”,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7cff0153d6ee75d2ea4825529f0f16ec48711678c791fe50533adc7767812dd7.png,,,False,False,,9.0,4.0,20.0,,,,,,,,,,,druid
59594,1,59594-goody-two-shields,5.0,[],,4,1443,3,Anton Zemskov,3,Goody Two-Shields,<b>Divine Shield</b> <b>Spellburst:</b> Gain <b>Divine Shield</b>.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/21cda4ced71583731ed1b8483503d30c41e75b12a374b08c87e98fc4bfb29ec6.png,,"These are my shields. There are at least two like them, and both are mine.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f4985a4fd85b984292da034e4d16f5cdf6899061b31ebd13c463db078c652b73.png,,"[3, 88]",False,False,,2.0,4.0,,,,,,,,,,,,paladin
810,1,810-gorehowl,10.0,[],,7,3,4,Zoltan & Gabor,7,Gorehowl,Attacking a minion costs 1 Attack instead of 1 Durability.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eaa2b0f3f1ded34c9dde946e20c995c883c9ffa768ff44648be50e25263545d6.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8e712eeea7c38f7f55750fc4f91e4cff65805e6b2e64dbea45877552744bd470.png,Grommash Hellscream's famous axe. Somehow this ended up in Prince Malchezaar's possession. Quite the mystery!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/31d177c17e6479132161f75ba48cc354ad26d82d2c8e3ff9585bbba4905affac.png,,,False,False,"[69642, 69956]",1.0,7.0,,,,,,,,,,,,warrior
108346,1,108346-gorgonzormu,12.0,[],,4,1905,5,Zoltan Boros,3,Gorgonzormu,<b>Battlecry:</b> Get a 2-Cost Cheese that summons three 1-Cost minions. It upgrades each turn.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/61edbafcae1d6a92c2c9215852b1705de09d2cb29168157de405ce8f768d0516.png,,Don't remove this from your deck or else you'll be cutting the cheese.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/be48c1a64506690fe8b1bfb44f364332f89cdb15fed9dbf0545f477176cf5677.png,[109395],[8],False,False,,3.0,3.0,24.0,,,,,,,,,,,neutral
2911,1,2911-gorillabot-a-,12.0,[],,4,20,1,Skan Srisuwan,3,Gorillabot A-3,"<b>Battlecry:</b> If you control another Mech, <b>Discover</b> a Mech.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a584acd4ed5b0410e8363d8bdc5becf771189d72e5deab586f6168b96da91b93.png,,"A-1 and A-2 went nuts, when they should have gone bolts.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b34e251529c69dd99f63cecc48bec9714ca5b1e51b4c2a013b358a79b692e6e2.png,,"[8, 21]",False,False,[86548],4.0,3.0,17.0,[20],,,,,,,,,,neutral
86548,1,86548-gorillabot-a-,12.0,[],,4,1637,1,Skan Srisuwan,3,Gorillabot A-3,"<b>Battlecry:</b> If you control another Mech, <b>Discover</b> a Mech.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b13d2cbb9b92bc8a238fb9c257afd0a834ed6a9416c9a16914cd1e2ac2fa8485.png,,"A-1 and A-2 went nuts, when they should have gone bolts.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b34e251529c69dd99f63cecc48bec9714ca5b1e51b4c2a013b358a79b692e6e2.png,,"[8, 21]",False,False,[2911],4.0,3.0,17.0,[20],,,,,,,,,,neutral
119754,1,119754-gorishi-tunneler,14.0,[],,4,1952,1,Juan Calle,3,Gorishi Tunneler,"<b>Stealth</b> After this attacks, deal 2 damage to the enemy hero.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dd28dc2626c9bbaf540e6cb0cec6258356a02f9090642f9f3817c0893af79822.png,,"""This card is really boring."" ""Nah, I really dig this card.""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4113ffcf762c0bd415dbf98680acfe6ab1a0c1e6d17b9a4dbf7df2eabbf7553c.png,,[6],False,False,,4.0,2.0,20.0,,,,,,,,,,,demonhunter
117869,1,117869-gorishi-wasp,14.0,[],,4,1952,4,Vlad Botos,5,Gorishi Wasp,"<b>Rush</b>. Whenever this takes damage, get a 1-Cost Gorishi Stinger.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3fd116f683ffda8ea200e673d88986ea1bee6a1218836342e56dc39f8d79a534.png,,This card is the wasp's elbows!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/18d5a3e2d195112df55549958034bd21c6ae3963d2923a9e48bd8e6b3bbce3f2.png,"[117870, 117689]",[53],False,False,,7.0,2.0,20.0,,,,,,,,,,,demonhunter
72021,1,72021-gorloc-ravager,12.0,[],,4,1658,1,Mike Sass,5,Gorloc Ravager,<b>Battlecry:</b> Draw 3 Murlocs.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dbb490daa2b2b4ac8e7a084d98fbf82d822a8fe6c1065f2d71710a44fb15603e.png,,Be careful what you fish for.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f263fea5103e08ed461d23866f602e288690ecf4369361d45eae5cb09d162e8a.png,,[8],False,False,,3.0,4.0,14.0,,,,,,,,,,,neutral
110870,1,110870-gorm-the-worldeater,3.0,[],,4,1935,5,Zoltan Boros,3,Gorm the Worldeater,"<b>Dormant</b> for 5 turns. At the end of your turn, destroy the minion to the right of this to awaken 2 turns sooner.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bdeaf9bb4773d2fea1e1a74879d2521d757a31c816ae8be4632bc1c9f21dd40b.png,,His diet consists of entire WORLDS! Because moons upset his tummy.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/565ac37f5bd018144717fe0eed16034b79109480375dfaebae27f350ce0733ed.png,,,False,False,,12.0,12.0,20.0,,,,,,,,,,,hunter
2724,1,2724-gormok-the-impaler,12.0,[],,4,15,5,Nutthapon Petchthai,4,Gormok the Impaler,"<b>Battlecry:</b> If you have at least 4 other minions, deal 4 damage.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cca86b4c129781174d1c04941c9538780fb44274bea19893b9ee039fcb927373.png,,Gormok has been giving impaling lessons in a small tent near the tournament grounds. For only 25g you too could learn the fine art of impaling!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a7fbac0512ca7efe7b099cee7eca2a1b9d756033946775b865335d34e21cfa1e.png,,[8],False,False,,4.0,4.0,,,,,,,,,,,,neutral
55031,1,55031-goru-the-mightree,2.0,[],,4,1347,5,Steve Prescott,7,Goru the Mightree,"<b>Taunt</b> <b>Battlecry:</b> For the rest of the game, your Treants have +1/+1.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ccbde887a288095fea35a16e915ae269ca296a3a44f4dddafcc5a699fbe212a1.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/434e713c169c5eb4b7ba0db893ce5cb8b2901e45fd377f62f549053020519b29.png,He's untreefeated.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3a721a35d46e75b4975073347786afa125119825564a00c677efc1cf56f0e7b4.png,,"[1, 8]",False,False,,10.0,5.0,,,,,,,,,,,,druid
115058,1,115058-grace-of-the-greatwolf,3.0,[],,5,1946,1,Vika Yarova,4,Grace of the Greatwolf,<b>Choose One -</b> Deal 4 damage to the enemy hero; or Summon two 3/2 Wolves with <b>Rush</b>.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c9abd8b2f077707f6ede89129c634806705de423da89fe02bdcc42900a1c426c.png,,LOOK WHAT I CAN DO!!!!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2299ee5d9497e46ddcb93cfd69530e803f0d093c0f98d9c40424d9d118452edc.png,"[115497, 115498, 114053]",[53],False,False,,,,,,,,,,,,,,,hunter
98434,1,98434-grace-of-the-highfather,6.0,[],5.0,5,1858,1,Mooncolony,3,Grace of the Highfather,Restore 8 Health. <b>Discover</b> a card that costs the amount <b>Overhealed</b>.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9cbb2c38dd7f15763428a3ddccc4b5e6a1efaf4aef8da4b05d44a2e3daa7abe3.png,,"The fish was thiiiiis big, can you believe it?",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/184378ea7096328688dfc46dfac9369aaf068793003e7baabe47275033f8083a.png,,"[21, 256]",False,False,,,,,,,,,,,,,,,priest
50775,1,50775-gral-the-shark,7.0,[],,4,1129,5,Anton Zemskov,5,"Gral, the Shark",<b>Battlecry:</b> Eat a minion in your deck and gain its stats. <b>Deathrattle:</b> Add it to your hand.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7f652a6a462fd0e5d68258729fa5d23db6182e14187292e7bd1fff08e09e0f5f.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0ee511251715b9d9823bb7c1b273de6a761df844aec39d5bcdb3badf0302f9ca.png,“… We’re gonna need a bigger board.”,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b923b9076815a014643881e1797bbaf797e57c94d0c6aaf384d71d82a247dc2a.png,,"[8, 12]",False,False,,2.0,2.0,20.0,,,,,,,,,,,rogue
46032,1,46032-grand-archivist,12.0,[],,4,1004,4,Ursula Dorada,8,Grand Archivist,"At the end of your turn, cast a spell from your deck <i>(targets chosen randomly)</i>.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/40fc314d3238286dc43e314b84eda56be970a1f62d1edcd392c843a7fbc9aca1.png,,Qualifications: Found pointy hat.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e17e1fc022087c04f81fb1ede76dd7daa7a20ac8113011695a5f717889e373a.png,,,False,False,,7.0,4.0,,,,,,,,,,,,neutral
2510,1,2510-grand-crusader,12.0,[],,4,15,4,Todd Lockwood,6,Grand Crusader,<b>Battlecry:</b> Add a random Paladin card to your hand.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2a6b6be2468ffe516d0be01710920b06138e34f1d21a50b64376b5c7d2920f9c.png,,"A veteran of a number of crusades, she is a force for light and goodness. Her latest crusade is against goblin telemarketers.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b26fdd699407b067ad55c396a5627e5a1680ee35461d2bd7fa0a754bd02165db.png,,[8],False,False,,5.0,5.0,,,,,,,,,,,,neutral
61162,1,61162-grand-empress-shekzara,7.0,[],,4,1466,5,James Ryman,6,Grand Empress Shek'zara,<b>Battlecry:</b> <b>Discover</b> a card in your deck and draw all copies of it.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/12fd4a47bc4ccacd4b052af1ef3e24538a18d041a95f2629545f2a592951c231.png,,So is a Grand Empress an empress that's grand or an empress's empress?,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f14c365afbb2f0e658051dd382034294d0180404ad9499b8cde8ff78d7355864.png,,"[8, 21]",False,False,,7.0,5.0,,,,,,,,,,,,rogue
61180,1,61180-grand-finale,4.0,[],2.0,5,1466,3,E. Li & K. Turovec,8,Grand Finale,Summon an 8/8 Elemental. Repeat for each Elemental you played last turn.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d7020da369b82d1794d6f984cbb8558da6e8e8e39605bcfa5c126c1068dd4d6.png,,"Considering all the other hazards at Darkmoon, overindulgent pyrotechnics seem downright pedestrian.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1ebee8260fb4dd3e16f8306007759fe07aeb83a59631f123962ed4cddf7acd97.png,[61695],,False,False,,,,,,,,,,,,,,,mage
56135,1,56135-grand-lackey-erkh,12.0,[],,4,1403,5,James Ryman,4,Grand Lackey Erkh,"After you play a <b>Lackey</b>, add a <b>Lackey</b> to your hand.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cbac0aabb959f257025d29960b058e70ef5efb1b74cd21f1d40a3547196839ad.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/01c3ea807e74b61dd188421a3bf811a72c35518aea50b37e94655c24fcab5e2d.png,Esteemed leader of Rafaam's Inhuman Resources department.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d226bfd50922fbd2a99c0fa6621da9300204d7f14cd656e6504481c119dd2dc.png,"[53160, 53161, 53162, 52897, 52900, 53163, 55378, 60588]",[71],False,False,,3.0,2.0,,,,,,,,,,,,neutral
