id,name,collectible,classId,className,multiClassIds,multiClassNames,cardTypeId,cardTypeName,cardSetId,setName,rarityId,rarityName,manaCost,attack,health,armor,minionTypeId,minionTypeName,keywordIds,keywordNames,spellSchoolId,spellSchoolName,text
67375,Gankster,1,12.0,neutral,[],[],4,minion,1626,fractured-in-alterac-valley,1,common,2,4,2,0,,none,[6],['Stealth'],,none,"Stealth After your opponent plays a minion, attack it."
53613,Garden Gnome,1,2.0,druid,[],[],4,minion,1158,saviors-of-uldum,3,rare,4,2,3,0,,none,[8],['Battlecry'],,none,"Battlecry: If you're holding a spell that costs (5) or more, summon two 2/2 Treants."
119814,Garona Halforcen,1,7.0,rogue,[],[],4,minion,1957,across-the-timeways,5,legendary,4,5,4,0,,none,"[8, 356]","['Battlecry', 'Fabled']",,none,"Fabled. Battlecry: If your opponent is holding King Llane, destroy him and cut their Health in half."
123077,Garona's Last Stand,1,7.0,rogue,[],[],5,spell,1980,cataclysm,1,common,2,0,0,0,,none,[97],['Tradeable'],,none,Tradeable Destroy a Legendary minion.
2517,Garrison Commander,1,12.0,neutral,[],[],4,minion,15,the-grand-tournament,4,epic,2,2,3,0,,none,,[],,none,You can use your Hero Power twice a turn.
103660,Garrosh's Gift,1,10.0,warrior,[],[],5,spell,1635,legacy,3,rare,1,0,0,0,,none,"[21, 320]","['Discover', 'Temporary']",,none,"Discover a Temporary Execute, Shield Block, or Brawl."
64014,Garrote,1,7.0,rogue,[],[],5,spell,1578,united-in-stormwind,4,epic,2,0,0,0,,none,,[],,none,Deal 2 damage to the enemy hero. Shuffle 3 Bleeds into your deck that deal 2 more when drawn.
102170,Gaslight Gatekeeper,1,12.0,neutral,[],[],4,minion,1892,showdown-in-the-badlands,1,common,4,3,4,0,11.0,undead,[8],['Battlecry'],,none,"Battlecry: Shuffle your hand into your deck, then draw that many cards."
46058,Gather Your Party,1,10.0,warrior,[],[],5,spell,1004,kobolds-and-catacombs,3,rare,6,0,0,0,,none,[39],['Recruit'],,none,Recruit a minion.
101881,Gattlesnake,1,12.0,neutral,[],[],4,minion,1892,showdown-in-the-badlands,4,epic,3,1,5,0,20.0,beast,[12],['Deathrattle'],,none,"At the end of your turn, load two bullets that deal 1 damage each. Deathrattle: Fire at random enemies!"
2085,Gazlowe,1,12.0,neutral,[],[],4,minion,13,goblins-vs-gnomes,5,legendary,6,3,6,0,,none,,[],,none,"Whenever you cast a 1-Cost spell, add a random Mech to your hand."
71227,Gear Grubber,1,12.0,neutral,[],[],4,minion,1626,fractured-in-alterac-valley,3,rare,4,4,5,0,2.0,draenei,[1],['Taunt'],,none,"Taunt. If you end your turn with any unspent Mana, reduce this card's Cost by (1)."
97215,Gear Shift,1,7.0,rogue,[],[],5,spell,1858,titans,3,rare,1,0,0,0,,none,,[],,none,Shuffle the two left-most cards in your hand into your deck. Draw 3 cards.
858,Gelbin Mekkatorque,1,12.0,neutral,[],[],4,minion,1635,legacy,5,legendary,6,6,6,0,,none,[8],['Battlecry'],,none,Battlecry: Summon an AWESOME invention.
119918,Gelbin of Tomorrow,1,5.0,paladin,[],[],4,minion,1957,across-the-timeways,5,legendary,8,6,6,0,17.0,mech,"[8, 356]","['Battlecry', 'Fabled']",,none,Fabled Battlecry: Put one of each Aura from your deck into the battlefield.
123403,Gelbin's Triumph,1,5.0,paladin,[],[],5,spell,1980,cataclysm,3,rare,1,0,0,0,,none,,[],,none,Get a random Paladin Aura. It lasts an additional turn.
123660,Gemstone Hoarder,1,12.0,neutral,[],[],4,minion,1980,cataclysm,1,common,3,3,4,0,,none,"[8, 12]","['Battlecry', 'Deathrattle']",,none,Battlecry: Choose a card in your hand to discard. Deathrattle: Get it back. It costs (1) less.
46027,Gemstudded Golem,1,10.0,warrior,[],[],4,minion,1004,kobolds-and-catacombs,1,common,6,5,9,0,,none,[1],['Taunt'],,none,Taunt Can only attack if you have 5 or more Armor.
100870,General Vezax,1,10.0,warrior,[],[],4,minion,1858,titans,5,legendary,7,7,6,0,,none,"[8, 12, 53]","['Battlecry', 'Deathrattle', 'Rush']",,none,Rush Battlecry: Gain 4 Armor. Deathrattle: Lose 4 Armor to resummon this.
53438,Generous Mummy,1,12.0,neutral,[],[],4,minion,1158,saviors-of-uldum,3,rare,3,5,4,0,11.0,undead,[78],['Reborn'],,none,Reborn Your opponent's cards cost (1) less.
47693,Genn Greymane,1,12.0,neutral,[],[],4,minion,1125,the-witchwood,5,legendary,6,6,5,0,,none,[64],['Start of Game'],,none,"Start of Game: If your deck has only even- Cost cards, your starting Hero Power costs (1)."
123396,"Genn, Cursed King",1,12.0,neutral,[],[],4,minion,1980,cataclysm,5,legendary,4,5,4,0,,none,,[],,none,"While holding this, if the rest of your hand is all even or all odd, transform into the 6/5 Worgen King."
41265,Gentle Megasaur,1,12.0,neutral,[],[],4,minion,27,journey-to-ungoro,4,epic,4,5,4,0,20.0,beast,"[8, 34]","['Battlecry', 'Adapt']",,none,Battlecry: Adapt your Murlocs.
40607,"Genzo, the Shark",1,12.0,neutral,[],[],4,minion,25,mean-streets-of-gadgetzan,5,legendary,4,5,4,0,11.0,undead,,[],,none,"Whenever this attacks, both players draw until they have 3 cards."
46442,Geosculptor Yip,1,10.0,warrior,[],[],4,minion,1004,kobolds-and-catacombs,5,legendary,8,4,8,0,,none,,[],,none,"At the end of your turn, summon a random minion with Cost equal to your Armor (up to 10)."
56678,Germination,1,2.0,druid,[],[],5,spell,1414,ashes-of-outland,3,rare,4,0,0,0,,none,[1],['Taunt'],4.0,nature,Summon a copy of a friendly minion. Give the copy Taunt.
128053,Getaway Hogdriver,1,12.0,neutral,[],[],4,minion,1988,escape-from-violet-hold,4,epic,5,5,2,0,43.0,quilboar,"[4, 8]","['Charge', 'Battlecry']",,none,"Battlecry: Draw 2 cards. If they're both minions, gain Charge."
40587,Getaway Kodo,1,5.0,paladin,[],[],5,spell,25,mean-streets-of-gadgetzan,3,rare,1,0,0,0,,none,[5],['Secret'],,none,"Secret: When a friendly minion dies, return it to your hand."
42718,Ghastly Conjurer,1,4.0,mage,[],[],4,minion,1001,knights-of-the-frozen-throne,3,rare,4,2,6,0,11.0,undead,[8],['Battlecry'],,none,Battlecry: Add a 'Mirror Image' spell to your hand.
78275,Ghastly Gravedigger,1,7.0,rogue,[],[],4,minion,1691,murder-at-castle-nathria,4,epic,3,4,3,0,,none,"[5, 8]","['Secret', 'Battlecry']",,none,"Battlecry: If you control a Secret, choose a card in your opponent's hand to shuffle into their deck."
112912,Ghost,1,,,"[5, 8, 10]",[],4,minion,1935,the-great-dark-beyond,1,common,4,6,2,0,,none,"[6, 8, 323]","['Stealth', 'Battlecry', 'Starship']",,none,"Stealth. Battlecry: If you're building a Starship, destroy the lowest-Cost card in your opponent's hand."
47600,Ghost Light Angler,1,8.0,shaman,[],[],4,minion,1125,the-witchwood,1,common,2,2,2,0,14.0,murloc,[52],['Echo'],,none,Echo
91080,Ghost Writer,1,12.0,neutral,[],[],4,minion,1809,festival-of-legends,1,common,5,4,4,0,11.0,undead,"[8, 21, 255]","['Battlecry', 'Discover', 'Finale']",,none,Battlecry: Discover a spell. Finale: Discover another.
47051,Ghostly Charger,1,5.0,paladin,[],[],4,minion,1125,the-witchwood,1,common,5,3,4,0,11.0,undead,"[3, 53]","['Divine Shield', 'Rush']",,none,Divine Shield Rush
86209,Ghostly Strike,1,7.0,rogue,[],[],5,spell,1776,march-of-the-lich-king,1,common,1,0,0,0,,none,[13],['Combo'],,none,Deal 1 damage. Combo: Draw a card.
86109,Ghoulish Alchemist,1,7.0,rogue,[],[],4,minion,1776,march-of-the-lich-king,3,rare,2,3,2,0,11.0,undead,[8],['Battlecry'],,none,Battlecry: Your next Concoction costs (0).
108436,Ghouls' Night,1,1.0,deathknight,[],[],5,spell,1905,perils-in-paradise,1,common,4,0,0,0,,none,,[],,none,Summon five 1/1 Ghouls that attack random enemies.
41262,Giant Anaconda,1,2.0,druid,[],[],4,minion,27,journey-to-ungoro,4,epic,7,5,3,0,20.0,beast,"[1, 12]","['Taunt', 'Deathrattle']",,none,Taunt Deathrattle: Summon a minion from your hand with 5 or more Attack.
41242,Giant Mastodon,1,12.0,neutral,[],[],4,minion,27,journey-to-ungoro,1,common,9,6,12,0,20.0,beast,[1],['Taunt'],,none,Taunt
38909,Giant Sand Worm,1,3.0,hunter,[],[],4,minion,21,whispers-of-the-old-gods,4,epic,8,8,8,0,20.0,beast,,[],,none,"Whenever this attacks and kills a minion, it may attack again."
102059,Giant Tumbleweed!!!,1,8.0,shaman,[],[],5,spell,1892,showdown-in-the-badlands,3,rare,7,0,0,0,,none,,[],4.0,nature,Deal 6 damage to all minions. Summon a 6/6 Tumbleweed.
41328,Giant Wasp,1,12.0,neutral,[],[],4,minion,27,journey-to-ungoro,1,common,3,2,2,0,20.0,beast,"[6, 32]","['Stealth', 'Poisonous']",,none,Stealth Poisonous
105257,Gibbering Reject,1,14.0,demonhunter,[],[],4,minion,1897,whizbangs-workshop,3,rare,4,3,3,0,15.0,demon,,[],,none,"After your hero attacks, summon another Gibbering Reject."
59001,Gibberling,1,2.0,druid,[],[],4,minion,1443,scholomance-academy,1,common,2,1,1,0,,none,[88],['Spellburst'],,none,Spellburst: Summon a Gibberling.
58791,Gift of Luminance,1,5.0,paladin,"[5, 6]",[],5,spell,1443,scholomance-academy,3,rare,3,0,0,0,,none,[3],['Divine Shield'],5.0,holy,"Give a minion Divine Shield, then summon a 1/1 copy of it."
70026,Gift of the Naaru,1,6.0,priest,[],[],5,spell,1626,fractured-in-alterac-valley,4,epic,1,0,0,0,,none,,[],5.0,holy,"Restore 3 Health to all characters. If any are still damaged, draw a card."
54833,Gift of the Wild,1,2.0,druid,[],[],5,spell,1635,legacy,1,common,8,0,0,0,,none,[1],['Taunt'],4.0,nature,Give your minions +2/+2 and Taunt.
72929,Gifts of Azshara,1,4.0,mage,[],[],5,spell,1658,voyage-to-the-sunken-city,3,rare,2,0,0,0,,none,,[],1.0,arcane,"Draw a card. If you played a Naga while holding this, do it again."
103530,Giftwrapped Whelp,1,12.0,neutral,[],[],4,minion,1897,whizbangs-workshop,1,common,1,2,1,0,24.0,dragon,[8],['Battlecry'],,none,"Battlecry: If you're holding a Dragon, give it and this minion +1/+1."
74741,Gigafin,1,9.0,warlock,[],[],4,minion,1658,voyage-to-the-sunken-city,5,legendary,8,7,4,0,14.0,murloc,"[8, 12, 231]","['Battlecry', 'Deathrattle', 'Colossal +X']",,none,Colossal +1. Battlecry: Devour all enemy minions. Deathrattle: Spit them back out.
78525,Gigantotem,1,8.0,shaman,[],[],4,minion,1691,murder-at-castle-nathria,4,epic,10,8,8,0,21.0,totem,,[],,none,Costs (1) less for each Totem you've summoned this game.
48226,Giggling Inventor,1,12.0,neutral,[],[],4,minion,1127,the-boomsday-project,3,rare,5,2,1,0,,none,"[1, 3, 8]","['Taunt', 'Divine Shield', 'Battlecry']",,none,Battlecry: Summon two 1/2 Mechs with Taunt and Divine Shield.
105112,Giggling Toymaker,1,12.0,neutral,[],[],4,minion,1897,whizbangs-workshop,1,common,4,2,1,0,,none,"[1, 3, 12]","['Taunt', 'Divine Shield', 'Deathrattle']",,none,Deathrattle: Summon two 1/2 Mechs with Taunt and Divine Shield.
2049,Gilblin Stalker,1,12.0,neutral,[],[],4,minion,13,goblins-vs-gnomes,1,common,2,2,3,0,,none,[6],['Stealth'],,none,Stealth
46495,Gilded Gargoyle,1,6.0,priest,[],[],4,minion,1004,kobolds-and-catacombs,1,common,3,2,2,0,11.0,undead,[12],['Deathrattle'],,none,Deathrattle: Add a Coin to your hand.
46601,Gilnean Royal Guard,1,12.0,neutral,[],[],4,minion,1125,the-witchwood,3,rare,8,3,8,0,,none,"[3, 53]","['Divine Shield', 'Rush']",,none,"Divine Shield, Rush Each turn this is in your hand, swap its Attack and Health."
81973,Glacial Advance,1,1.0,deathknight,[],[],5,spell,1869,path-of-arthas,1,common,3,0,0,0,,none,,[],3.0,frost,Deal 4 damage. Your next spell this turn costs (2) less.
42760,Glacial Mysteries,1,4.0,mage,[],[],5,spell,1001,knights-of-the-frozen-throne,4,epic,8,0,0,0,,none,[5],['Secret'],3.0,frost,Put one of each Secret from your deck into the battlefield.
41111,Glacial Shard,1,12.0,neutral,[],[],4,minion,27,journey-to-ungoro,1,common,1,2,1,0,18.0,elemental,"[8, 10]","['Battlecry', 'Freeze']",,none,Battlecry: Freeze an enemy.
102227,Glacial Shard,1,12.0,neutral,[],[],4,minion,1637,core,1,common,1,2,1,0,18.0,elemental,"[8, 10]","['Battlecry', 'Freeze']",,none,Battlecry: Freeze an enemy.
67192,Glaciate,1,8.0,shaman,[],[],5,spell,1626,fractured-in-alterac-valley,3,rare,6,0,0,0,,none,"[10, 21]","['Freeze', 'Discover']",3.0,frost,Discover an 8-Cost minion. Summon and Freeze it.
127473,Glaciate,1,8.0,shaman,[],[],5,spell,1637,core,3,rare,6,0,0,0,,none,"[10, 21]","['Freeze', 'Discover']",3.0,frost,Discover an 8-Cost minion. Summon and Freeze it.
61958,Glacier Racer,1,4.0,mage,[],[],4,minion,1466,madness-at-the-darkmoon-faire,3,rare,1,1,3,0,,none,"[9, 88]","[None, 'Spellburst']",,none,Spellburst: Deal 3 damage to all Frozen enemies.
117565,Glade Ecologist,1,6.0,priest,[],[],4,minion,1952,the-lost-city-of-ungoro,3,rare,1,2,1,0,,none,[12],['Deathrattle'],,none,Deathrattle: Get a 1-Cost Holy spell that gives a minion +2 or -2 Health.
117563,Gladesong Siren,1,6.0,priest,[],[],4,minion,1952,the-lost-city-of-ungoro,4,epic,6,4,7,0,92.0,naga,[38],['Lifesteal'],,none,Lifesteal Costs (1) if you've cast a Holy and Shadow spell this turn.
311,Gladiator's Longbow,1,3.0,hunter,[],[],7,weapon,3,classic,4,epic,7,5,2,0,,none,[17],['Immune'],,none,Your hero is Immune while attacking.
119778,Gladiatorial Combat,1,10.0,warrior,[],[],5,spell,1957,across-the-timeways,4,epic,6,0,0,0,,none,[6],['Stealth'],,none,Summon a random minion from your deck. Summon a 5/5 Tiger with Stealth for your opponent.
58494,Glaivebound Adept,1,14.0,demonhunter,[],[],4,minion,1635,legacy,2,free,5,6,4,0,,none,[8],['Battlecry'],,none,"Battlecry: If your hero attacked this turn, deal 4 damage."
71919,Glaiveshark,1,14.0,demonhunter,[],[],4,minion,1658,voyage-to-the-sunken-city,1,common,4,4,3,0,20.0,beast,[8],['Battlecry'],,none,"Battlecry: If your hero attacked this turn, deal 2 damage to all enemies."
90532,Glaivetar,1,14.0,demonhunter,[],[],7,weapon,1809,festival-of-legends,3,rare,4,4,2,0,,none,"[12, 86]","['Deathrattle', 'Outcast']",,none,"Deathrattle: Draw (card, cards). (Play Outcast cards while equipped to improve!)"
2011,Glaivezooka,1,3.0,hunter,[],[],7,weapon,13,goblins-vs-gnomes,1,common,2,2,2,0,,none,[8],['Battlecry'],,none,Battlecry: Give a random friendly minion +1 Attack.
60153,Glide,1,14.0,demonhunter,[],[],5,spell,1443,scholomance-academy,3,rare,4,0,0,0,,none,[86],['Outcast'],,none,Shuffle your hand into your deck. Draw 4 cards. Outcast: Your opponent does the same.
47295,Glinda Crowskin,1,9.0,warlock,[],[],4,minion,1125,the-witchwood,5,legendary,6,3,7,0,11.0,undead,[52],['Echo'],,none,Minions in your hand have Echo.
48444,Glitter Moth,1,6.0,priest,[],[],4,minion,1125,the-witchwood,4,epic,5,4,4,0,20.0,beast,[8],['Battlecry'],,none,"Battlecry: If your deck has only odd-Cost cards, double the Health of your other minions."
46680,Gloom Stag,1,2.0,druid,[],[],4,minion,1125,the-witchwood,4,epic,5,2,6,0,20.0,beast,"[1, 8]","['Taunt', 'Battlecry']",,none,"Taunt Battlecry: If your deck has only odd-Cost cards, gain +2/+2."
102427,Gloomstone Guardian,1,2.0,druid,"[2, 9]",[],4,minion,1892,showdown-in-the-badlands,3,rare,4,6,8,0,18.0,elemental,"[1, 266]","['Taunt', 'Forge']",,none,Taunt. Choose One - Discard 2 cards; or Destroy one of your Mana Crystals. Forge: Do NEITHER.
48744,Gloop Sprayer,1,2.0,druid,[],[],4,minion,1127,the-boomsday-project,1,common,7,4,4,0,,none,[8],['Battlecry'],,none,Battlecry: Summon a copy of each adjacent minion.
68244,Glory Chaser,1,10.0,warrior,[],[],4,minion,1626,fractured-in-alterac-valley,1,common,3,4,3,0,,none,[1],['Taunt'],,none,"After you play a Taunt minion, draw a card."
48982,Glow-Tron,1,5.0,paladin,[],[],4,minion,1127,the-boomsday-project,1,common,1,1,3,0,17.0,mech,[66],['Magnetic'],,none,Magnetic
56687,Glowfly Swarm,1,2.0,druid,[],[],5,spell,1414,ashes-of-outland,4,epic,5,0,0,0,,none,,[],,none,Summon a 2/2 Glowfly for each spell in your hand.
114920,Glowroot Lure,1,8.0,shaman,[],[],4,minion,1946,into-the-emerald-dream,1,common,6,6,6,0,,none,[1],['Taunt'],,none,Taunt. Costs (1) less for each time you used your Hero Power this game.
102424,Glowstone Gyreworm,1,6.0,priest,[],[],4,minion,1892,showdown-in-the-badlands,3,rare,4,4,4,0,18.0,elemental,"[8, 38, 266, 297]","['Battlecry', 'Lifesteal', 'Forge', 'Quickdraw']",,none,Lifesteal Quickdraw: Deal 5 damage. Forge: Change Quickdraw to Battlecry.
48989,Glowstone Technician,1,5.0,paladin,[],[],4,minion,1127,the-boomsday-project,4,epic,5,3,4,0,,none,[8],['Battlecry'],,none,Battlecry: Give all minions in your hand +2/+2.
72553,Glugg the Gulper,1,8.0,shaman,[],[],4,minion,1658,voyage-to-the-sunken-city,5,legendary,7,3,5,0,20.0,beast,[231],['Colossal +X'],,none,"Colossal +3 After a friendly minion dies, gain its original stats."
41683,Gluttonous Ooze,1,12.0,neutral,[],[],4,minion,27,journey-to-ungoro,4,epic,3,3,3,0,,none,[8],['Battlecry'],,none,Battlecry: Destroy your opponent's weapon and gain Armor equal to its Attack.
42748,Gnash,1,2.0,druid,[],[],5,spell,1001,knights-of-the-frozen-throne,1,common,3,0,0,0,,none,,[],,none,Give your hero +3 Attack this turn. Gain 3 Armor.
116256,Gnawing Greenfin,1,12.0,neutral,[],[],4,minion,1946,into-the-emerald-dream,1,common,1,1,1,0,14.0,murloc,[8],['Battlecry'],,none,Battlecry: Get a random Murloc.
80819,Gnome Muncher,1,1.0,deathknight,[],[],4,minion,1637,core,1,common,6,5,6,0,11.0,undead,"[1, 38]","['Taunt', 'Lifesteal']",,none,"Taunt, Lifesteal At the end of your turn, attack the lowest Health enemy."
70219,Gnome Private,1,12.0,neutral,[],[],4,minion,1626,fractured-in-alterac-valley,1,common,1,1,3,0,,none,[100],['Honorable Kill'],,none,Honorable Kill: Gain +2 Attack.
42670,Gnomeferatu,1,9.0,warlock,[],[],4,minion,1001,knights-of-the-frozen-throne,4,epic,2,2,3,0,11.0,undead,[8],['Battlecry'],,none,Battlecry: Remove the top card of your opponent's deck.
95710,Gnomeferatu,1,9.0,warlock,[],[],4,minion,1637,core,4,epic,2,2,3,0,11.0,undead,[8],['Battlecry'],,none,Battlecry: Remove the top card of your opponent's deck.
109169,"Gnomelia, S.A.F.E. Pilot",1,12.0,neutral,[],[],4,minion,1635,legacy,5,legendary,6,4,2,0,,none,"[12, 53]","['Deathrattle', 'Rush']",,none,Rush. Also damages minions next to whomever this attacks. Deathrattle: Deal 2 damage to all enemies.
2066,Gnomeregan Infantry,1,12.0,neutral,[],[],4,minion,13,goblins-vs-gnomes,1,common,3,1,4,0,,none,"[1, 4]","['Taunt', 'Charge']",,none,Charge Taunt
2060,Gnomish Experimenter,1,12.0,neutral,[],[],4,minion,13,goblins-vs-gnomes,3,rare,3,3,2,0,,none,[8],['Battlecry'],,none,"Battlecry: Draw a card. If it's a minion, transform it into a Chicken."
308,Gnomish Inventor,1,12.0,neutral,[],[],4,minion,1635,legacy,2,free,4,2,4,0,,none,[8],['Battlecry'],,none,Battlecry: Draw a card.
107776,Go with the Flow,1,4.0,mage,[],[],5,spell,1905,perils-in-paradise,4,epic,1,0,0,0,,none,"[2, 10]","['Spell Damage', 'Freeze']",,none,"Choose a minion. If it's an enemy, Freeze it. If it's friendly, give it Spell Damage +1."
1988,Goblin Auto-Barber,1,7.0,rogue,[],[],4,minion,13,goblins-vs-gnomes,1,common,2,3,2,0,17.0,mech,[8],['Battlecry'],,none,Battlecry: Give your weapon +1 Attack.
1934,Goblin Blastmage,1,4.0,mage,[],[],4,minion,13,goblins-vs-gnomes,3,rare,4,5,4,0,,none,[8],['Battlecry'],,none,"Battlecry: If you control a Mech, deal 6 damage randomly split among all enemies."
102560,Goblin Blastmage,1,4.0,mage,[],[],4,minion,1898,caverns-of-time,3,rare,4,5,4,0,,none,[8],['Battlecry'],,none,"Battlecry: If you control a Mech, deal 6 damage randomly split among all enemies."
47837,Goblin Bomb,1,12.0,neutral,[],[],4,minion,1127,the-boomsday-project,1,common,1,0,2,0,17.0,mech,[12],['Deathrattle'],,none,Deathrattle: Deal 2 damage to the enemy hero.
48770,Goblin Prank,1,3.0,hunter,[],[],5,spell,1127,the-boomsday-project,4,epic,2,0,0,0,,none,[53],['Rush'],,none,Give a friendly minion +3/+3 and Rush. It dies at end of turn.
2063,Goblin Sapper,1,12.0,neutral,[],[],4,minion,13,goblins-vs-gnomes,3,rare,3,2,4,0,,none,,[],,none,Has +4 Attack while your opponent has 6 or more cards in hand.
55404,Goboglide Tech,1,12.0,neutral,[],[],4,minion,1347,descent-of-dragons,1,common,3,3,3,0,,none,"[8, 53]","['Battlecry', 'Rush']",,none,"Battlecry: If you control a Mech, gain +1/+1 and Rush."
126125,Godfrey the Betrayer,1,9.0,warlock,[],[],4,minion,1988,escape-from-violet-hold,5,legendary,4,5,4,0,11.0,undead,[64],['Start of Game'],,none,Start of Game: Overdrawn cards return to your hand when you have space. They cost (1) less.
90615,Going Down Swinging,1,14.0,demonhunter,[],[],5,spell,1809,festival-of-legends,5,legendary,4,0,0,0,,none,[17],['Immune'],,none,"Give your hero +2 Attack and Immune this turn, then attack each enemy minion."
41316,Golakka Crawler,1,12.0,neutral,[],[],4,minion,27,journey-to-ungoro,3,rare,2,2,3,0,20.0,beast,[8],['Battlecry'],,none,Battlecry: Destroy a Pirate and gain +1/+1.
65702,Golakka Glutton,1,12.0,neutral,[],[],4,minion,1578,united-in-stormwind,1,common,3,2,3,0,23.0,pirate,[8],['Battlecry'],,none,Battlecry: Destroy a Beast and gain +1/+1.
101966,Gold Panner,1,12.0,neutral,[],[],4,minion,1892,showdown-in-the-badlands,1,common,2,1,2,0,,none,,[],,none,"At the end of your turn, draw a card."
62702,Gold Road Grunt,1,12.0,neutral,[],[],4,minion,1525,forged-in-the-barrens,1,common,5,3,7,0,,none,"[1, 99]","['Taunt', 'Frenzy']",,none,Taunt Frenzy: Gain Armor equal to the damage taken.
54264,Golden Scarab,1,12.0,neutral,[],[],4,minion,1158,saviors-of-uldum,1,common,3,2,2,0,20.0,beast,"[8, 21]","['Battlecry', 'Discover']",,none,Battlecry: Discover a 4-Cost card.
114081,Goldpetal Drake,1,5.0,paladin,[],[],4,minion,1946,into-the-emerald-dream,1,common,3,3,4,0,24.0,dragon,"[8, 12, 318]","['Battlecry', 'Deathrattle', 'Imbue']",,none,Battlecry and Deathrattle: Imbue your Hero Power.
114254,Goldrinn,1,3.0,hunter,[],[],4,minion,1946,into-the-emerald-dream,5,legendary,9,9,9,0,20.0,beast,[53],['Rush'],,none,Rush Friendly Beasts deal double damage.
922,Goldshire Footman,1,12.0,neutral,[],[],4,minion,1635,legacy,2,free,1,1,2,0,,none,[1],['Taunt'],,none,Taunt
64710,Goldshire Gnoll,1,12.0,neutral,[],[],4,minion,1578,united-in-stormwind,3,rare,10,5,4,0,,none,[53],['Rush'],,none,Rush Costs (1) less for each other card in your hand.
86660,Goldwing,1,5.0,paladin,[],[],4,minion,1776,march-of-the-lich-king,3,rare,4,3,5,0,24.0,dragon,"[8, 11, 53]","['Battlecry', 'Windfury', 'Rush']",,none,"Rush Battlecry: If you're holding a Mech, gain Windfury."
96909,"Golganneth, the Thunderer",1,8.0,shaman,[],[],4,minion,1858,titans,5,legendary,6,5,7,0,,none,[270],['Titan'],,none,Titan Your first spell each turn costs (3) less.
65705,"Goliath, Sneed's Masterpiece",1,12.0,neutral,[],[],4,minion,1578,united-in-stormwind,5,legendary,8,8,8,0,17.0,mech,[8],['Battlecry'],,none,Battlecry: Fire five rockets at enemy minions that deal 2 damage each. (You pick the targets!)
72119,Gone Fishin',1,7.0,rogue,[],[],5,spell,1658,voyage-to-the-sunken-city,3,rare,1,0,0,0,,none,"[13, 232]","['Combo', 'Dredge']",,none,Dredge. Combo: Draw a card.
49985,"Gonk, the Raptor",1,2.0,druid,[],[],4,minion,1129,rastakhans-rumble,5,legendary,7,4,9,0,20.0,beast,,[],,none,"After your hero attacks and kills a minion, it may attack again."
59594,Goody Two-Shields,1,5.0,paladin,[],[],4,minion,1443,scholomance-academy,3,rare,3,4,2,0,,none,"[3, 88]","['Divine Shield', 'Spellburst']",,none,Divine Shield Spellburst: Gain Divine Shield.
810,Gorehowl,1,10.0,warrior,[],[],7,weapon,3,classic,4,epic,7,7,1,0,,none,,[],,none,Attacking a minion costs 1 Attack instead of 1 Durability.
108346,Gorgonzormu,1,12.0,neutral,[],[],4,minion,1905,perils-in-paradise,5,legendary,3,3,3,0,24.0,dragon,[8],['Battlecry'],,none,Battlecry: Get a 2-Cost Cheese that summons three 1-Cost minions. It upgrades each turn.
2911,Gorillabot A-3,1,12.0,neutral,[],[],4,minion,20,league-of-explorers,1,common,3,3,4,0,17.0,mech,"[8, 21]","['Battlecry', 'Discover']",,none,"Battlecry: If you control another Mech, Discover a Mech."
86548,Gorillabot A-3,1,12.0,neutral,[],[],4,minion,1637,core,1,common,3,3,4,0,17.0,mech,"[8, 21]","['Battlecry', 'Discover']",,none,"Battlecry: If you control another Mech, Discover a Mech."
119754,Gorishi Tunneler,1,14.0,demonhunter,[],[],4,minion,1952,the-lost-city-of-ungoro,1,common,3,2,4,0,20.0,beast,[6],['Stealth'],,none,"Stealth After this attacks, deal 2 damage to the enemy hero."
117869,Gorishi Wasp,1,14.0,demonhunter,[],[],4,minion,1952,the-lost-city-of-ungoro,4,epic,5,2,7,0,20.0,beast,[53],['Rush'],,none,"Rush. Whenever this takes damage, get a 1-Cost Gorishi Stinger."
72021,Gorloc Ravager,1,12.0,neutral,[],[],4,minion,1658,voyage-to-the-sunken-city,1,common,5,4,3,0,14.0,murloc,[8],['Battlecry'],,none,Battlecry: Draw 3 Murlocs.
110870,Gorm the Worldeater,1,3.0,hunter,[],[],4,minion,1935,the-great-dark-beyond,5,legendary,3,12,12,0,20.0,beast,,[],,none,"Dormant for 5 turns. At the end of your turn, destroy the minion to the right of this to awaken 2 turns sooner."
2724,Gormok the Impaler,1,12.0,neutral,[],[],4,minion,15,the-grand-tournament,5,legendary,4,4,4,0,,none,[8],['Battlecry'],,none,"Battlecry: If you have at least 4 other minions, deal 4 damage."
55031,Goru the Mightree,1,2.0,druid,[],[],4,minion,1347,descent-of-dragons,5,legendary,7,5,10,0,,none,"[1, 8]","['Taunt', 'Battlecry']",,none,"Taunt Battlecry: For the rest of the game, your Treants have +1/+1."
115058,Grace of the Greatwolf,1,3.0,hunter,[],[],5,spell,1946,into-the-emerald-dream,1,common,4,0,0,0,,none,[53],['Rush'],,none,Choose One - Deal 4 damage to the enemy hero; or Summon two 3/2 Wolves with Rush.
98434,Grace of the Highfather,1,6.0,priest,[],[],5,spell,1858,titans,1,common,3,0,0,0,,none,"[21, 256]","['Discover', 'Overheal']",5.0,holy,Restore 8 Health. Discover a card that costs the amount Overhealed.
